景点编号,分钟t,估计实际人数N,估计进入人数Î,估计离开人数Ô
1,78,36.70698139070384,7.633694930575792,11.988434064349297
1,79,33.88336743757277,9.37537518040384,12.210833383290396
1,80,36.70698139070384,11.8440874700187,11.238202576249375
1,81,31.05975348444171,8.577581811731505,9.74772098153695
1,82,39.530595343834904,12.917514940818087,9.299740303598714
1,83,36.70698139070384,7.805096273708501,10.004627604523899
1,84,25.412525578179583,4.449431458361972,10.366470079420628
1,85,33.88336743757277,12.203776142167113,10.370970470180982
1,86,28.236139531310645,6.565916462939423,9.421136580988405
1,87,25.412525578179583,5.185579421573666,7.850947914613265
1,88,22.588911625048517,6.160650895725776,8.056468586339546
1,89,25.412525578179583,8.089831854496143,8.119484520321185
1,90,19.765297671917452,3.4613880615712467,6.748619257021288
2,1,11.611621639536278,6.444058316052591,0.0
2,2,2.9029054098840694,0.0,0.012178068984775992
2,3,11.611621639536278,0.0,0.07062959221565032
2,4,2.9029054098840694,0.0,0.2771715725352331
2,5,0.0,0.0,0.735977251435273
2,6,14.514527049420348,8.275668544698737,1.322311618191977
2,7,14.514527049420348,3.9772776949944615,1.6231615802144634
2,8,17.41743245930442,1.878997380847774,1.4205327430983898
2,9,11.611621639536278,0.0,1.139073560991599
2,10,14.514527049420348,2.977494998004232,1.4140025200426627
2,11,20.32033786918849,4.841789710345819,2.3094770175260715
2,12,11.611621639536278,0.09686624259835205,3.149127162697993
2,13,20.32033786918849,5.597051404597985,3.2572059065620964
2,14,14.514527049420348,0.0,2.7899828337218415
2,15,11.611621639536278,0.0,2.425238042602447
2,16,11.611621639536278,1.740828711207587,2.4644676806998915
2,17,11.611621639536278,3.9048428162741637,2.621259620977187
2,18,17.41743245930442,7.0660196972012805,2.5608303241399906
2,19,20.32033786918849,6.18425478347471,2.23173554748714
2,20,26.126148688956626,5.9915809246506875,1.8563685669471055
2,21,26.126148688956626,2.413703035391994,1.8883186397299447
2,22,26.126148688956626,0.13961896845021682,2.629724031609444
2,23,17.41743245930442,0.0,3.8335100206011887
2,24,11.611621639536278,0.05385558490609489,4.831989764818126
2,25,20.32033786918849,8.899298648490245,5.024739103914873
2,26,20.32033786918849,7.1392621850265625,4.2863376811350395
2,27,29.029054098840696,6.7216688301567205,3.029896441808362
2,28,20.32033786918849,0.0,2.0451192598823322
2,29,23.223243279072555,2.550748458653043,2.051352100946138
2,30,26.126148688956626,5.366278831293498,3.1459887179532418
2,31,26.126148688956626,5.968661988480611,4.545584294935803
2,32,31.931959508724766,7.186586477765533,5.178398260405484
2,33,23.223243279072555,2.3084627860115545,4.761847838657669
2,34,34.83486491860884,8.955290909787884,4.054168297807801
2,35,29.029054098840696,2.369655652732918,3.9428730415347215
2,36,29.029054098840696,3.031830872475416,4.493716789709894
2,37,26.126148688956626,4.16390768738665,5.123783172616264
2,38,31.931959508724766,9.094149999279669,5.392313533363398
2,39,34.83486491860884,7.640454811261194,5.292476772705448
2,40,31.931959508724766,2.7493445772998952,4.974533636710016
2,41,26.126148688956626,0.8867210509283372,4.654845834381709
2,42,29.029054098840696,4.847690624266274,4.708202737462768
2,43,26.126148688956626,4.531013507648236,5.231413497816533
2,44,29.029054098840696,7.984949005314518,5.655391419480188
2,45,34.83486491860884,7.852435876913758,5.359636257018811
2,46,26.126148688956626,0.22346343956290876,4.541962999166957
2,47,26.126148688956626,3.530952561854018,4.042668067196112
2,48,31.931959508724766,7.533527960051693,4.330019124439617
2,49,29.029054098840696,5.807926678966105,5.043370931247854
2,50,37.73777032849291,8.90709626598059,5.440285814670883
2,51,29.029054098840696,2.226861813996691,5.191911745654116
2,52,34.83486491860884,6.221854338073131,4.765308824021115
2,53,31.931959508724766,3.6096494751797947,4.854249469038343
2,54,29.029054098840696,5.9088339955940326,5.443054185291553
2,55,43.54358114826105,13.03578993491747,5.909139586784075
2,56,34.83486491860884,2.853763753913853,5.855497696411947
2,57,34.83486491860884,3.4157393926954067,5.5011072810713655
2,58,31.931959508724766,4.538338847670381,5.379348085657006
2,59,37.73777032849291,8.918176199919069,5.762573208879222
2,60,37.73777032849291,5.128919722737442,6.344051436086917
2,61,26.126148688956626,0.0,6.463823015897653
2,62,29.029054098840696,7.053021592904603,5.948362496652248
2,63,37.73777032849291,9.495185785293781,5.415705393940016
2,64,26.126148688956626,0.46307753346003644,5.302258956933808
2,65,31.931959508724766,4.324703993447564,5.283631686548949
2,66,20.32033786918849,0.0,5.057785284851749
2,67,26.126148688956626,7.258217839607462,4.908063313709206
2,68,29.029054098840696,7.2553098294033616,4.986010827571817
2,69,26.126148688956626,2.659850276245586,4.825061357355301
2,70,20.32033786918849,2.0755684570693576,4.226674099000086
2,71,31.931959508724766,9.136420283367482,3.7454623269610714
2,72,26.126148688956626,2.2827302058853807,3.8984489906505813
2,73,29.029054098840696,1.6165723643981877,4.428152641790244
2,74,14.514527049420348,0.0,4.712203608565879
2,75,20.32033786918849,5.332207028849979,4.614817770973134
2,76,26.126148688956626,5.8379661543773205,4.427658623141647
2,77,14.514527049420348,0.0,4.122975368104344
2,78,17.41743245930442,2.0412429661140044,3.5139738583614664
2,79,14.514527049420348,1.8968837630788509,2.911243375667144
2,80,17.41743245930442,4.661921411442936,2.8000548003688275
2,81,17.41743245930442,3.905690617081821,3.0323781250435142
2,82,20.32033786918849,2.8071299339665012,3.035503745900537
2,83,11.611621639536278,0.0,2.71310208802707
2,84,17.41743245930442,3.6642701497233925,2.528799091876665
2,85,20.32033786918849,1.1798000537462805,2.731952990675391
2,86,5.805810819768139,0.0,3.0238224440518917
2,87,11.611621639536278,3.036473483640531,2.992957191889879
2,88,14.514527049420348,4.5889277780383075,2.613084814016325
2,89,14.514527049420348,3.353355099834452,2.1758568980913284
2,90,17.41743245930442,4.216215841133103,1.886689069670631
3,1,5.504907816330847,4.8312716884375355,0.0
3,2,11.009815632661693,1.4958520614594324,0.004903430952801059
3,3,0.0,0.0,0.023493846827439442
3,4,11.009815632661693,3.126797518083149,0.08350663845814604
3,5,8.25736172449627,0.0,0.23542123720250294
3,6,11.009815632661693,1.6533833535481077,0.5201706716823493
3,7,11.009815632661693,1.840144015982762,0.9157170937746087
3,8,13.762269540827118,2.971098643765456,1.3040773573307578
3,9,11.009815632661693,1.5371239311113205,1.5470495238980972
3,10,16.51472344899254,3.62873488676092,1.6036820532390208
3,11,11.009815632661693,0.0,1.5597886417400546
3,12,13.762269540827118,1.4810352135547074,1.536222703483747
3,13,11.009815632661693,1.312025930473334,1.606107177457594
3,14,19.267177357157962,5.013919340721091,1.7597263263771055
3,15,19.267177357157962,0.0,1.9238855058087814
3,16,8.25736172449627,0.0,2.0054913185405523
3,17,8.25736172449627,0.0,1.971906974573121
3,18,5.504907816330847,0.017789933683925528,1.872999038700264
3,19,16.51472344899254,6.153402123429924,1.7941652348831607
3,20,8.25736172449627,0.0,1.756866781970941
3,21,13.762269540827118,4.390110138554934,1.6712653666076573
3,22,19.267177357157962,4.2276030284137,1.4732294464234827
3,23,16.51472344899254,0.0,1.2485386411789645
3,24,8.25736172449627,0.0,1.1956908453948738
3,25,24.77208517348881,8.632656548795728,1.4308539907712856
3,26,19.267177357157962,1.035394269104537,1.8729556550986515
3,27,19.267177357157962,0.6922636902393093,2.304802735896424
3,28,16.51472344899254,0.02121731153463714,2.561972220907987
3,29,13.762269540827118,1.9914594036934241,2.6218873051257163
3,30,22.019631265323387,7.985981220812043,2.591278130140555
3,31,24.77208517348881,5.284713518024291,2.5779716327898528
3,32,22.019631265323387,0.41522043215570126,2.566801724216561
3,33,16.51472344899254,0.31009164693896824,2.4717182958628516
3,34,27.524539081654236,7.890871943085202,2.337462140141897
3,35,24.77208517348881,3.7472898839450632,2.3800010998583465
3,36,30.276992989819654,4.827423342969291,2.71327628342166
3,37,24.77208517348881,0.5592550912852706,3.1725177440834105
3,38,24.77208517348881,2.8519353803538094,3.467644466149978
3,39,27.524539081654236,4.2698853942823645,3.5241165630540516
3,40,22.019631265323387,1.6314230442294286,3.521889748241448
3,41,27.524539081654236,5.453503960462419,3.6045803770150187
3,42,24.77208517348881,2.323764756886793,3.6816188548880118
3,43,22.019631265323387,2.9489321491473977,3.5976908108933454
3,44,30.276992989819654,8.159717275772286,3.3695860005563034
3,45,30.276992989819654,4.3914679443105555,3.1681565750378495
3,46,27.524539081654236,1.5036791889126644,3.1242166823464
3,47,27.524539081654236,1.9556419774999503,3.238176627868779
3,48,24.77208517348881,1.175766753943379,3.4500081747521296
3,49,22.019631265323387,3.027548909449579,3.710947539904383
3,50,30.276992989819654,7.776962896411776,3.961979684486498
3,51,24.77208517348881,1.7071634261746176,4.072150977946737
3,52,24.77208517348881,0.7766845409806892,3.9087111304540754
3,53,16.51472344899254,0.0,3.5020100701370436
3,54,19.267177357157962,4.592556692921559,3.086633741293327
3,55,27.524539081654236,9.068821625380593,2.905651119751983
3,56,30.276992989819654,5.732166561638423,2.97079214585822
3,57,27.524539081654236,0.9139337791570463,3.068315949195439
3,58,22.019631265323387,0.8889091915694072,3.020504861834171
3,59,33.02944689798508,7.904628110238271,2.9285621695242874
3,60,27.524539081654236,1.7528838377197995,3.0719045148885735
3,61,27.524539081654236,2.5767637588564685,3.5332660975798253
3,62,27.524539081654236,2.708882638953555,4.046729544188555
3,63,22.019631265323387,0.7703278371731451,4.255852914640006
3,64,22.019631265323387,4.00863242737476,4.084783451122502
3,65,27.524539081654236,5.889363082430938,3.7567344485121135
3,66,19.267177357157962,0.36574304131613405,3.4800226167414574
3,67,24.77208517348881,4.29475090121937,3.257197540036704
3,68,19.267177357157962,0.8187488120712227,3.0365901399645487
3,69,22.019631265323387,3.176767436593947,2.8592807393807567
3,70,19.267177357157962,2.493971974696489,2.8192261971954524
3,71,24.77208517348881,5.508347149475656,2.909734887662686
3,72,22.019631265323387,2.036444123926161,3.00397987208579
3,73,22.019631265323387,0.9859042340753656,2.983358551239095
3,74,13.762269540827118,0.0,2.863406623301362
3,75,22.019631265323387,5.085710936181993,2.7632367247990905
3,76,16.51472344899254,0.0,2.764790608052957
3,77,13.762269540827118,0.4459753864109244,2.8222514203613165
3,78,16.51472344899254,4.395853824397948,2.8010935328395017
3,79,19.267177357157962,4.557425063419964,2.610794595820009
3,80,19.267177357157962,0.8878976795839404,2.308476843841494
3,81,11.009815632661693,0.0,2.0435629174730314
3,82,13.762269540827118,1.3278413918713687,1.917641625053213
3,83,13.762269540827118,1.8250488928398825,1.9445342797680913
3,84,13.762269540827118,2.0669570335504095,2.079513578461779
3,85,13.762269540827118,2.594065753492023,2.2306998226308803
3,86,22.019631265323387,3.054125254806673,2.2569428442477433
3,87,8.25736172449627,0.0,2.085618844025775
3,88,11.009815632661693,0.0,1.8132367171146817
3,89,8.25736172449627,0.0,1.6330745130691622
3,90,8.25736172449627,0.24188444495917755,1.6395754378228642
4,1,0.0,2.6709219653653964,0.0
4,2,10.626079363953963,5.725467300234838,0.004345835044185622
4,3,5.313039681976981,0.0,0.04276527396988177
4,4,13.282599204942455,1.5906689978786839,0.2262730634416124
4,5,10.626079363953963,0.0,0.7627562630915488
4,6,5.313039681976981,0.0,1.6534364079895125
4,7,2.6565198409884907,0.0,2.3374493196424835
4,8,2.6565198409884907,1.351352237803155,2.2153426606379014
4,9,7.969559522965472,4.526848163601746,1.5013988209154994
4,10,7.969559522965472,3.0088964474237656,0.814462265403455
4,11,18.595638886919435,4.3649743563593955,0.47122995739315804
4,12,7.969559522965472,0.0,0.6250943609098396
4,13,13.282599204942455,1.40325780776047,1.3369026310792609
4,14,10.626079363953963,0.49437820460368653,2.3125403410322662
4,15,7.969559522965472,1.5388457055367604,2.9513959996129775
4,16,13.282599204942455,4.624196208764925,2.866861544181174
4,17,7.969559522965472,0.8052932502272591,2.2099926546786115
4,18,13.282599204942455,3.273020535358884,1.5367502834280864
4,19,10.626079363953963,0.0,1.335215089736212
4,20,5.313039681976981,0.0,1.6586190508004264
4,21,13.282599204942455,5.761167269402595,2.1345371000808213
4,22,15.939119045930944,3.20218714045715,2.280098118596841
4,23,7.969559522965472,0.0,2.00796240871093
4,24,13.282599204942455,3.6699425948597484,1.6657711796367412
4,25,15.939119045930944,4.273875614072104,1.7487807568669518
4,26,15.939119045930944,3.016495204030753,2.314736041249115
4,27,15.939119045930944,2.8861585127702263,2.7101320573037584
4,28,18.595638886919435,3.1617272571037143,2.6656784916818803
4,29,13.282599204942455,0.5392124280498956,2.7310075596890613
4,30,15.939119045930944,3.7390262332367326,3.073642002896214
4,31,15.939119045930944,1.6320573962445701,3.247515022106758
4,32,5.313039681976981,0.0,3.0706083503576713
4,33,21.252158727907926,9.321691666452574,2.7183500448881124
4,34,15.939119045930944,1.2387901716947443,2.3971010278848794
4,35,15.939119045930944,0.0,2.2442784240490883
4,36,7.969559522965472,0.0,2.3019285184513167
4,37,13.282599204942455,5.265779049091429,2.6805904477101525
4,38,21.252158727907926,8.39859043771948,3.1906171851229153
4,39,21.252158727907926,3.3696388818763405,3.045889305347834
4,40,15.939119045930944,0.0,2.269841458148629
4,41,18.595638886919435,3.370561621801971,2.1146875661058844
4,42,18.595638886919435,4.97240034881601,3.1455441999459177
4,43,26.56519840988491,7.232148588956779,4.276171475877318
4,44,15.939119045930944,0.3090062831015656,4.263662226377284
4,45,29.221718250873398,5.862117860583353,3.4742799310858326
4,46,13.282599204942455,0.0,3.2246438541213696
4,47,18.595638886919435,3.9591868692587067,3.79230925257708
4,48,21.252158727907926,6.6055703334678855,4.256113577441549
4,49,23.90867856889642,5.7645602849137925,4.017083961294745
4,50,21.252158727907926,2.8847359776612875,3.4626563451245738
4,51,23.90867856889642,5.121005013500325,3.198396798538481
4,52,29.221718250873398,4.9690495539587225,3.555127379584519
4,53,18.595638886919435,0.0,4.344840174457427
4,54,18.595638886919435,2.6825387061965715,4.839395350410907
4,55,21.252158727907926,5.1165739947877285,4.726370430539575
4,56,15.939119045930944,1.947425422495717,4.338027973959459
4,57,18.595638886919435,3.677197926682123,3.8067364777826667
4,58,13.282599204942455,2.162911845017271,3.1580926866153267
4,59,23.90867856889642,7.747723327252246,2.840800290218568
4,60,18.595638886919435,1.4574920357528423,3.007226866533541
4,61,18.595638886919435,1.9132269046948376,3.205297593854863
4,62,15.939119045930944,2.4887765461781917,3.30597457698409
4,63,21.252158727907926,5.654312857037544,3.5604357159381657
4,64,15.939119045930944,2.267032013919674,3.806968193339993
4,65,21.252158727907926,4.934230240353042,3.5801832384725496
4,66,15.939119045930944,0.6104287807408747,3.0829562078743162
4,67,15.939119045930944,1.6880634633278542,2.994455678878806
4,68,13.282599204942455,1.518235516740771,3.3296516999324477
4,69,13.282599204942455,3.0522624513394705,3.510668542870889
4,70,13.282599204942455,4.1436886082375795,3.2236508570732934
4,71,18.595638886919435,5.491031782095478,2.6121149091811655
4,72,15.939119045930944,1.0452384535504673,2.0941660210272754
4,73,13.282599204942455,0.5049740818373394,2.07891189547754
4,74,15.939119045930944,3.243512580707408,2.591066398302413
4,75,13.282599204942455,2.035053319211759,3.23519051168768
4,76,13.282599204942455,3.1884529794168657,3.4175761900710513
4,77,15.939119045930944,3.418077913431204,2.9110961294003386
4,78,10.626079363953963,0.14482921834094423,2.260690739005353
4,79,13.282599204942455,3.5813879566509557,2.0991841308529455
4,80,15.939119045930944,3.4302866667607788,2.346058106256558
4,81,10.626079363953963,0.0,2.5764986307047453
4,82,10.626079363953963,2.3910303503603907,2.5626837583156417
4,83,18.595638886919435,5.0718012598475,2.4013512588763
4,84,10.626079363953963,0.0,2.3494926872966033
4,85,7.969559522965472,0.0,2.3412822076080078
4,86,10.626079363953963,2.672700229825152,2.226124764702273
4,87,10.626079363953963,2.519859134466554,2.2234475602016097
4,88,10.626079363953963,1.7763760065061625,2.276913940326471
4,89,7.969559522965472,0.7216908781509466,1.978117889643759
4,90,10.626079363953963,3.0208638847779454,1.5566135212167804
5,1,8.70871622965221,5.492875401107247,0.0
5,2,5.805810819768139,0.0,0.0068786341316782965
5,3,8.70871622965221,0.0,0.038804022389646003
5,4,2.9029054098840694,0.0,0.15487323693247376
5,5,2.9029054098840694,0.0,0.4373217699450089
5,6,2.9029054098840694,0.37318298771851127,0.8736770176230276
5,7,5.805810819768139,2.8357149537597794,1.2353503502191303
5,8,2.9029054098840694,0.39054943083612104,1.2410704612991106
5,9,2.9029054098840694,2.52654416648448,0.9047208039872932
5,10,20.32033786918849,7.533906476935153,0.5529099480926944
5,11,14.514527049420348,0.0,0.47829400835480496
5,12,17.41743245930442,0.0,0.7292933851831517
5,13,5.805810819768139,0.0,1.2039822293715308
5,14,5.805810819768139,0.0,1.7863549918095254
5,15,2.9029054098840694,0.0,2.334873701537566
5,16,11.611621639536278,5.254444022646137,2.560154498942933
5,17,8.70871622965221,0.9534643452027206,2.2158655319543907
5,18,5.805810819768139,0.0,1.4692952243447543
5,19,8.70871622965221,2.186492162031741,0.8322539280395818
5,20,11.611621639536278,2.217801232463058,0.6787184639658754
5,21,8.70871622965221,0.014169722616776412,0.9862744892266283
5,22,8.70871622965221,2.7064860497306578,1.4197031970754388
5,23,17.41743245930442,5.76846924717312,1.6357345509825238
5,24,8.70871622965221,0.0,1.6011979568837058
5,25,17.41743245930442,4.613234186088308,1.5324952477188432
5,26,14.514527049420348,1.45108330793069,1.6003694309901682
5,27,20.32033786918849,2.587355411414088,1.837714361704291
5,28,17.41743245930442,0.0,2.2128713698839544
5,29,5.805810819768139,0.0,2.5734499753452083
5,30,8.70871622965221,1.0425040258551326,2.7286761260633607
5,31,14.514527049420348,5.246925031663913,2.6270282817637858
5,32,11.611621639536278,3.246411544505908,2.327273872651765
5,33,20.32033786918849,6.471656521172306,1.8939745561794072
5,34,17.41743245930442,0.8466161683191362,1.4858869414408356
5,35,14.514527049420348,0.3240076875983441,1.386229780580037
5,36,20.32033786918849,4.732810912840624,1.7957507045838812
5,37,20.32033786918849,2.355709737053327,2.566637425085153
5,38,14.514527049420348,0.0,3.2376280964318966
5,39,17.41743245930442,3.6046536230190767,3.416109472864577
5,40,14.514527049420348,1.3674234039005324,3.1080346634137084
5,41,11.611621639536278,0.0,2.673816610407921
5,42,8.70871622965221,0.5533103669778898,2.4026496610761288
5,43,11.611621639536278,4.663082148414947,2.2507600011304185
5,44,17.41743245930442,6.903819469911873,2.0737951587178345
5,45,23.223243279072555,4.447131309183269,1.8597871711736398
5,46,17.41743245930442,0.0,1.6720142973561918
5,47,14.514527049420348,0.0,1.6663573929715838
5,48,14.514527049420348,1.437434568481336,2.0681844779382765
5,49,20.32033786918849,4.784232515683761,2.84013912405125
5,50,11.611621639536278,1.2296420236532117,3.4759355620215464
5,51,23.223243279072555,8.740938367571179,3.427654891243048
5,52,20.32033786918849,2.9692247777940937,2.755419034554769
5,53,20.32033786918849,1.878378565838556,2.102059926390588
5,54,23.223243279072555,2.033656313103429,2.034154878175377
5,55,17.41743245930442,0.0,2.5697629592729605
5,56,11.611621639536278,0.0,3.314735436686726
5,57,23.223243279072555,6.647370576547146,3.801678125478878
5,58,8.70871622965221,0.0,3.718643238094536
5,59,17.41743245930442,6.043279765707116,3.093490990119471
5,60,20.32033786918849,4.507698089820182,2.3129406010225213
5,61,20.32033786918849,0.0,1.8310705101629647
5,62,11.611621639536278,0.0,1.879566376956696
5,63,17.41743245930442,3.082122030172053,2.3494654499802157
5,64,14.514527049420348,1.3768532280602455,2.8927265993203197
5,65,11.611621639536278,2.0562128892483296,3.173124045585885
5,66,17.41743245930442,5.5482505771841595,3.0030103411319717
5,67,14.514527049420348,2.096700244601739,2.467728425192772
5,68,17.41743245930442,3.617225459143401,1.944728444921594
5,69,23.223243279072555,3.3974887997396626,1.7889921507061564
5,70,14.514527049420348,0.0,2.0299442123425058
5,71,14.514527049420348,0.22148338399128212,2.4768557262610016
5,72,11.611621639536278,1.5855197510979944,2.8971834207546583
5,73,14.514527049420348,3.7898680302507413,3.0916658377629287
5,74,11.611621639536278,0.2529361831546683,2.9539492811205306
5,75,5.805810819768139,0.0,2.513229726937661
5,76,17.41743245930442,5.135100153957085,1.9488713839453995
5,77,14.514527049420348,0.0,1.5465462775388712
5,78,2.9029054098840694,0.0,1.459703080925138
5,79,5.805810819768139,0.0,1.5526876083221877
5,80,8.70871622965221,3.098099647845639,1.616073584299947
5,81,11.611621639536278,2.931321964090993,1.617049443759609
5,82,5.805810819768139,0.03936923461041404,1.5682415713731224
5,83,14.514527049420348,5.506645141099306,1.4010312828925808
5,84,17.41743245930442,1.445935922669107,1.1891433019577324
5,85,8.70871622965221,0.0,1.183345211206714
5,86,8.70871622965221,0.0,1.4764590922241612
5,87,11.611621639536278,0.9279303566344821,1.8772320007901626
5,88,5.805810819768139,0.0,2.159209456182297
5,89,5.805810819768139,1.2194800147875025,2.1962745493698055
5,90,8.70871622965221,3.829528183315502,1.9177321692335616
6,1,15.431484872874472,10.490531594377687,0.0
6,2,6.172593949149789,0.0,0.02832059242794902
6,3,15.431484872874472,4.036705272080181,0.22466156287947306
6,4,15.431484872874472,1.8995062621138754,0.9971231406834811
6,5,12.345187898299578,1.9388902846478306,2.4873443634385373
6,6,21.604078822024263,6.266286464550572,3.6459890243243382
6,7,9.258890923724683,0.0,3.5546612139668166
6,8,21.604078822024263,8.087586528494143,2.975761309444247
6,9,18.517781847449367,4.083538073887811,2.783413611343547
6,10,24.690375796599156,6.751758455148542,3.0521344932111765
6,11,24.690375796599156,5.732229705340253,3.497559534051481
6,12,30.862969745748945,6.857509088742722,4.055875185908975
6,13,24.690375796599156,1.46795222265735,4.8272169962502
6,14,21.604078822024263,3.247325428375769,5.4717108445574425
6,15,27.776672771174056,6.7435679629015,5.7765749018558425
6,16,15.431484872874472,0.9676556289827369,5.650645499122262
6,17,27.776672771174056,9.667491123244583,4.945923016928778
6,18,21.604078822024263,4.710499942514131,4.133645434730361
6,19,33.94926672032384,9.341418713940994,3.9686157934475235
6,20,24.690375796599156,2.901397135982282,4.368144809540112
6,21,37.035563694898734,10.61067856841436,5.050891549596639
6,22,33.94926672032384,5.012369855083906,5.941105800725979
6,23,27.776672771174056,3.8241637786726,6.544948449911043
6,24,37.035563694898734,10.736164794615833,6.669132559310357
6,25,33.94926672032384,6.994877944562664,6.681857027950586
6,26,37.035563694898734,8.193209699364246,6.6782591567565
6,27,37.035563694898734,6.90741863439685,6.502107266600603
6,28,37.035563694898734,6.425432077853772,6.707154568317581
6,29,33.94926672032384,6.9383315554877125,7.408591307379135
6,30,43.208157644048526,10.775732534094137,7.771612578550871
6,31,30.862969745748945,3.5640478223450285,7.576719899230255
6,32,43.208157644048526,12.287128908935463,7.24960322955932
6,33,40.121860669473634,7.553349439155512,7.2061836773497765
6,34,40.121860669473634,8.327421336303404,7.520671226442071
6,35,46.29445461862342,11.616358357421593,7.8200838639884545
6,36,46.29445461862342,9.934868202835887,8.08945011657126
6,37,49.38075159319831,10.54151582574205,8.548496239665706
6,38,49.38075159319831,7.76840460713473,8.944548229206761
6,39,40.121860669473634,4.5148758207304045,9.37563164595049
6,40,46.29445461862342,11.896858246127422,9.88927480985524
6,41,46.29445461862342,10.375265156427137,9.947203353673876
6,42,43.208157644048526,7.580271341774355,9.277235786665525
6,43,43.208157644048526,9.183418828138121,8.389716438712814
6,44,50.0,12.519840993925435,8.274759706997196
6,45,49.38075159319831,9.66266657370514,8.97883322759048
6,46,49.38075159319831,8.78987957011033,9.410090273226313
6,47,46.29445461862342,8.153189056285964,9.437596210547186
6,48,49.38075159319831,10.65888664451231,9.770653027088033
6,49,46.29445461862342,9.183647169526862,10.144203450187783
6,50,49.38075159319831,11.276933024911683,9.90625699528623
6,51,50.0,8.567462275991316,9.390471968965558
6,52,40.121860669473634,3.723958928802685,9.273922970867993
